Catalog Number,Product Name,Product Type,Channel,Species Name,Gene Symbol,Gene Name,Accession,Probe Pairs,Probe Region Begin,Probe Region End 
444288,RNAscope® LS 2.5 Probe - Hs-GJA1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,GJA1,gap junction protein alpha 1,NM_000165.4,20,138,1240
444298,RNAscope® LS 2.5 Probe - Hs-MYO1A,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MYO1A,myosin IA,NM_001256041.1,20,317,1397
444308,RNAscope® LS 2.5 Probe - Hs-MYO1B,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MYO1B,myosin IB,NM_001130158.1,20,900,1989
444318,RNAscope® LS 2.5 Probe - Hs-LRRC17,RNAscope LS 2.5 Target Probes,1,Homo sapiens,LRRC17,leucine rich repeat containing 17,NM_001031692.2,20,257,1710
444328,RNAscope® LS 2.5 Probe - Mm-Lrrc17,RNAscope LS 2.5 Target Probes,1,Mus musculus,Lrrc17,leucine rich repeat containing 17,NM_028977.1,20,427,1376
444338,RNAscope® LS 2.5 Probe - Hs-RARA,RNAscope LS 2.5 Target Probes,1,Homo sapiens,RARA,retinoic acid receptor alpha,NM_000964.3,20,972,2686
444348,RNAscope® LS 2.5 Probe - Hs-ALPP-cust,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ALPP,ALPP,,9,1510,1977
444358,RNAscope® 2.5 LS Probe - Hs-F9-cust,RNAscope LS 2.5 Target Probes,1,Homo sapiens,F9-cust,F9,,20,3,1372
444388,RNAscope® 2.5 LS Probe - Mm-Otx2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Otx2,orthodenticle homeobox 2,NM_001286481.1,20,313,1482
444418,RNAscope® LS 2.5 Probe - Hs-ncRAN,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SNHG16,small nucleolar RNA host gene 16,AB447886.1,20,328,1962
444428,RNAscope® LS 2.5 Probe - Hs-TNFAIP6,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TNFAIP6,TNF alpha induced protein 6,NM_007115.3,20,71,1424
444438,RNAscope® LS 2.5 Probe - Hs-CCAT1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CCAT1,colon cancer associated transcript 1 (non-protein coding),NR_108049.1,20,2,1168
444448,RNAscope® LS 2.5 Probe - Hs-IRAK4,RNAscope LS 2.5 Target Probes,1,Homo sapiens,IRAK4,interleukin 1 receptor associated kinase 4,NM_001114182.2,20,634,1943
444458,RNAscope® LS 2.5 Probe - Mm-Irak4,RNAscope LS 2.5 Target Probes,1,Mus musculus,Irak4,interleukin-1 receptor-associated kinase 4,NM_029926.5,20,332,1485
444468,RNAscope® LS 2.5 Probe - Mm-Ripk4,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ripk4,receptor-interacting serine-threonine kinase 4,NM_023663.6,20,136,1246
444478,RNAscope® LS 2.5 Probe - Mfa-VTCN1,RNAscope LS 2.5 Target Probes,1,Macaca fascicularis,VTCN1,V-set domain containing T cell activation inhibitor 1,XM_005542192.1,20,42,1117
444488,RNAscope® LS 2.5 Probe - Rn-Vtcn1,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Vtcn1,V-set domain containing T cell activation inhibitor 1,NM_001024244.1,20,18,970
444498,RNAscope® 2.5 LS Probe - Mm-Rbp4-Intron4,RNAscope LS 2.5 Target Probes,1,,,,chr19:38118485-38124028,20,2,1095
444508,RNAscope® 2.5 LS Probe - Mm-Six1-Intron1,RNAscope LS 2.5 Target Probes,1,,,,chr12:73043830-73045866,20,301,1827
444528,RNAscope® 2.5 LS Probe - Mm-Bmp7-Intron5,RNAscope LS 2.5 Target Probes,1,,,,chr2:172719098-172741967,20,81,1436
444538,RNAscope® 2.5 LS Probe - Mm-Tspan7-Intron4,RNAscope LS 2.5 Target Probes,1,,,,chrX:10584138-10585496,20,2,1333
444548,RNAscope® LS 2.5 Probe - Mm-Fgf23,RNAscope LS 2.5 Target Probes,1,Mus musculus,Fgf23,fibroblast growth factor 23,NM_022657.4,20,2,1131
444558,RNAscope® LS 2.5 Probe - Hs-RHO,RNAscope LS 2.5 Target Probes,1,Homo sapiens,RHO,rhodopsin,NM_000539.3,20,81,1211
444568,RNAscope® LS 2.5 Probe - Rn-Igf2,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Igf2,insulin-like growth factor 2,NM_031511.2,20,1475,2634
444578,RNAscope® LS 2.5 Probe - tetR,RNAscope LS 2.5 Target Probes,1,Other,tetR,tetR,,25,3,1722
444588,RNAscope® LS 2.5 Probe - Mm-Igf2r,RNAscope LS 2.5 Target Probes,1,Mus musculus,Igf2r,insulin-like growth factor 2 receptor,NM_010515.2,20,981,2027
444598,RNAscope® LS 2.5 Probe - Mm-Npr2-O1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Npr2,natriuretic peptide receptor 2,NM_173788.3,20,7,1226
444608,RNAscope® LS 2.5 Probe - Hs-COL6A3-E6,RNAscope LS 2.5 Target Probes,1,Homo sapiens,COL6A3,collagen type VI alpha 3 chain,NM_004369.3,10,2183,2768
444618,RNAscope® LS 2.5 Probe - Cl-IFIT1,RNAscope LS 2.5 Target Probes,1,Canis lupus familiaris,IFIT1,interferon-induced protein with tetratricopeptide repeats 1,XM_843271.3,20,2,2259
444628,RNAscope® LS 2.5 Probe - Hs-HEXIM1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,HEXIM1,hexamethylene bisacetamide inducible 1,NM_006460.2,20,1335,2577
444638,RNAscope® 2.5 LS Probe - Dr-id2a,RNAscope LS 2.5 Target Probes,1,Danio rerio,id2a,"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein, a",NM_201291.1,20,2,1384
444648,RNAscope® LS 2.5 Probe - Dr-ltk,RNAscope LS 2.5 Target Probes,1,Danio rerio,ltk,leukocyte receptor tyrosine kinase,NM_001006660.1,20,2,938
444658,RNAscope® LS 2.5 Probe - Dr-mitfa,RNAscope LS 2.5 Target Probes,1,Danio rerio,mitfa,microphthalmia-associated transcription factor a,NM_130923.1,20,42,1015
444668,RNAscope® LS 2.5 Probe - Hs-BCKDK,RNAscope LS 2.5 Target Probes,1,Homo sapiens,BCKDK,branched chain ketoacid dehydrogenase kinase,NM_001122957.2,20,500,1866
444678,RNAscope® LS 2.5 Probe - Hs-KIR3DL3,RNAscope LS 2.5 Target Probes,1,Homo sapiens,KIR3DL3,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3",NM_153443.4,5,522,1046
444718,RNAscope® LS 2.5 Probe - Hs-FGF18,RNAscope LS 2.5 Target Probes,1,Homo sapiens,FGF18,fibroblast growth factor 18,NM_003862.2,20,516,1807
444728,RNAscope® LS 2.5 Probe - Hs-SLC1A2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SLC1A2,solute carrier family 1 member 2,NM_004171.3,20,590,1847
444738,RNAscope® LS 2.5 Probe - Hs-TBX3,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TBX3,T-box 3,NM_005996.3,20,496,2035
444748,RNAscope® LS 2.5 Probe - Mm-Tspan2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Tspan2,tetraspanin 2,NM_027533.3,20,297,1355
444758,RNAscope® LS 2.5 Probe - Hs-MSI1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MSI1,musashi RNA binding protein 1,NM_002442.3,20,268,1988
444768,RNAscope® LS 2.5 Probe - Rn-Hcrtr1,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Hcrtr1,hypocretin receptor 1,NM_013064.1,20,551,1700
444798,RNAscope® LS 2.5 Probe - Mm-Csmd1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Csmd1,CUB and Sushi multiple domains 1,NM_053171.2,20,263,1489
444808,RNAscope® LS 2.5 Probe - CMV-promoter,RNAscope LS 2.5 Target Probes,1,Other,CMV,CMV,AF396260,12,159,802
444818,RNAscope® LS 2.5 Probe - Hs-CPM,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CPM,carboxypeptidase M,NM_001874.4,20,340,1325
444828,RNAscope® 2.5 LS Probe - V-scAAV-hFIXco-FIX,RNAscope LS 2.5 Target Probes,1,Adeno-associated virus,scAAV-hFIXco,scAAV,,20,708,2074
444838,RNAscope® 2.5 LS Probe - V-scAAV-hFIXco-NonFIX,RNAscope LS 2.5 Target Probes,1,Adeno-associated virus,scAAV-hFIXco,scAAV,,13,92,2194
444848,RNAscope® LS 2.5 Probe - Hs-SYPL1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SYPL1,synaptophysin like 1,NM_006754.3,20,366,1866
444858,RNAscope® LS 2.5 Probe - Mm-Neurod6,RNAscope LS 2.5 Target Probes,1,Mus musculus,Neurod6,neurogenic differentiation 6,NM_009717.2,20,301,1330
444878,RNAscope® 2.5 LS Probe - Rn-Fos-O1,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Fos,FBJ osteosarcoma oncogene,NM_022197.2,15,175,885
444888,RNAscope® LS 2.5 Probe - R-Ghost-iso1,RNAscope LS 2.5 Target Probes,1,Other,R_ghost_iso1,R_ghost_iso1,,8,16,504
444898,RNAscope® LS 2.5 Probe - Oc-MMP13,RNAscope LS 2.5 Target Probes,1,Oryctolagus cuniculus,MMP13,matrix metallopeptidase 13,NM_001082037.1,20,651,1638
444908,RNAscope® LS 2.5 Probe - Oc-MMP2,RNAscope LS 2.5 Target Probes,1,Oryctolagus cuniculus,MMP2,matrix metallopeptidase 2,NM_001082209.1,20,447,1650
444918,RNAscope® LS 2.5 Probe - Oc-MMP8,RNAscope LS 2.5 Target Probes,1,Oryctolagus cuniculus,LOC100339790,neutrophil collagenase,XM_002708421.1,20,2,957
444928,RNAscope® LS 2.5 Probe - Oc-MMP9,RNAscope LS 2.5 Target Probes,1,Oryctolagus cuniculus,MMP9,matrix metallopeptidase 9,NM_001082203.1,20,708,2239
444938,RNAscope® LS 2.5 Probe - Oc-CTSK,RNAscope LS 2.5 Target Probes,1,Oryctolagus cuniculus,CTSK,cathepsin K,NM_001082641.1,20,176,1261
444948,RNAscope® LS 2.5 Probe - Mm-Epo-O1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Epo,erythropoietin,NM_007942.2,13,23,706
444958,RNAscope® LS 2.5 Probe - Ss-TGFB1,RNAscope LS 2.5 Target Probes,1,Sus scrofa,TGFB1,"transforming growth factor, beta 1",NM_214015.1,20,1323,2495
444988,RNAscope® LS 2.5 Probe - Hs-AIMP2-E2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,NM_006303.3,5,222,453
444998,RNAscope® LS 2.5 Probe - Mm-Gnao1-E4-E6,RNAscope LS 2.5 Target Probes,1,Mus musculus,Gnao1,"guanine nucleotide binding protein, alpha O",NM_010308.3,7,803,1114
445008,RNAscope® LS 2.5 Probe - Mm-S1pr5-CDS,RNAscope LS 2.5 Target Probes,1,Mus musculus,S1pr5,sphingosine-1-phosphate receptor 5,NM_053190.2,16,393,1470
445018,RNAscope® 2.5 LS Probe - V-Enterovirus71,RNAscope LS 2.5 Target Probes,1,Enterovirus A71,Enterovirus71,Enterovirus71,AF304458.1,20,1399,2362
445028,RNAscope® 2.5 LS Probe - V-Enterovirus71-sense,RNAscope LS 2.5 Target Probes,1,Enterovirus A71,Enterovirus71,Enterovirus71,AF304458.1,20,1399,2362
445038,RNAscope® LS 2.5 Probe - Hs-BIN3-IT1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,BIN3-IT1,BIN3 intronic transcript 1,NR_027715.1,20,2,974
445088,RNAscope® LS 2.5 Probe - Hs-ABCA7,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ABCA7,ATP binding cassette subfamily A member 7,NM_019112.3,20,233,1871
445098,RNAscope® LS 2.5 Probe - Hs-ABCG1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ABCG1,ATP binding cassette subfamily G member 1,NM_016818.2,20,1231,2143
445108,RNAscope® LS 2.5 Probe - Hs-AXL-O1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,AXL,AXL receptor tyrosine kinase,NM_021913.4,40,1468,3923
445118,RNAscope® 2.5 LS Probe - Hs-LUCAT1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,LUCAT1,lung cancer associated transcript 1 (non-protein coding),NR_103548.1,7,2,348
445128,RNAscope® LS 2.5 Probe - Hs-LUCAT1-tv1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,LUCAT1,lung cancer associated transcript 1 (non-protein coding),NR_103548.1,8,447,882
445138,RNAscope® LS 2.5 Probe - Hs-TTK,RNAscope LS 2.5 Target Probes,1,Homo sapiens,TTK,TTK protein kinase,NM_003318.4,20,1229,2294
445148,RNAscope® LS 2.5 Probe - Gg-LYZ-cust,RNAscope LS 2.5 Target Probes,1,Gallus gallus,LYZ,lysozyme,,11,2,457
445158,RNAscope® LS 2.5 Probe - Hs-KLB,RNAscope LS 2.5 Target Probes,1,Homo sapiens,KLB,klotho beta,NM_175737.3,20,729,1680
445178,RNAscope® LS 2.5 Probe - Hs-APOD,RNAscope LS 2.5 Target Probes,1,Homo sapiens,APOD,apolipoprotein D,NM_001647.3,15,60,1135
445188,RNAscope® LS 2.5 Probe - Hs-GPBAR1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,GPBAR1,G protein-coupled bile acid receptor 1,NM_001077191.1,20,541,1970
445198,RNAscope® LS 2.5 Probe - Hs-MYLIP,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MYLIP,myosin regulatory light chain interacting protein,NM_013262.3,20,216,1126
445208,RNAscope® LS 2.5 Probe - Hs-PPARA,RNAscope LS 2.5 Target Probes,1,Homo sapiens,PPARA,peroxisome proliferator activated receptor alpha,NM_001001928.2,20,102,1267
445218,RNAscope® LS 2.5 Probe - Hs-APOBEC3C,RNAscope LS 2.5 Target Probes,1,Homo sapiens,APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C,NM_014508.2,6,16,904
445228,RNAscope® LS 2.5 Probe - Hs-NPC1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,NPC1,NPC intracellular cholesterol transporter 1,NM_000271.4,20,2023,2958
445238,RNAscope® LS 2.5 Probe - Mm-Camk2a,RNAscope LS 2.5 Target Probes,1,Mus musculus,Camk2a,calcium/calmodulin-dependent protein kinase II alpha,NM_009792.3,20,896,1986
445248,RNAscope® LS 2.5 Probe - Mm-Syn1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Syn1,synapsin I,NM_013680.4,20,344,1700
445258,RNAscope® LS 2.5 Probe - Mm-Sidt2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Sidt2,"SID1 transmembrane family, member 2",NM_172257.4,20,692,1579
445268,RNAscope® LS 2.5 Probe - Hs-CRLF2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CRLF2,cytokine receptor-like factor 2,NM_022148.3,20,261,1384
445278,RNAscope® 2.5 LS Probe - Mm-Ppib-sense,RNAscope LS 2.5 Controls-Automated,1,Mus musculus,Ppib,peptidylprolyl isomerase B,NM_011149.2,15,98,856
445288,RNAscope® LS 2.5 Probe - Mm-Adora2b,RNAscope LS 2.5 Target Probes,1,Mus musculus,Adora2b,adenosine A2b receptor,NM_007413.4,20,229,1246
445308,RNAscope® LS 2.5 Probe - Mm-Ror1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ror1,receptor tyrosine kinase-like orphan receptor 1,NM_013845.4,20,1299,2334
445318,RNAscope® LS 2.5 Probe - Hs-ADAMTS17,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,NM_139057.2,20,534,1670
445328,RNAscope® LS 2.5 Probe - Hs-ADAMTS9,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,NM_182920.1,20,1143,2137
445338,RNAscope® LS 2.5 Probe - Mm-Ormdl3-E2E3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ormdl3,ORM1-like 3 (S. cerevisiae),NM_025661.4,8,118,487
445348,RNAscope® LS 2.5 Probe - Mm-Ciita,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ciita,class II transactivator,NM_001243760.2,20,721,1716
445368,RNAscope® LS 2.5 Probe - Mm-Gh,RNAscope LS 2.5 Target Probes,1,Mus musculus,Gh,growth hormone,NM_008117.3,14,9,630
445398,RNAscope® LS 2.5 Probe - Hs-DNAJC30,RNAscope LS 2.5 Target Probes,1,Homo sapiens,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30,NM_032317.2,20,295,1441
445408,RNAscope® LS 2.5 Probe - Hs-MAP1LC3A,RNAscope LS 2.5 Target Probes,1,Homo sapiens,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha,NM_032514.3,18,3,951
445418,RNAscope® LS 2.5 Probe - Mm-Kcnc3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Kcnc3,"potassium voltage gated channel, Shaw-related subfamily, member 3",NM_008422.2,20,2982,4053
445428,RNAscope® LS 2.5 Probe - Mm-Mfap2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mfap2,microfibrillar-associated protein 2,NM_008546.3,20,36,1064
445438,RNAscope® 2.5 LS Probe - V-SIVmac239-rev-env,RNAscope LS 2.5 Target Probes,1,Simian immunodeficiency virus 17E-Fr,rev-env,rev-env,D01065.1,20,6529,9241
445448,RNAscope® 2.5 LS Probe - V-SIVmac239-vif-vpr-tat,RNAscope LS 2.5 Target Probes,1,Simian immunodeficiency virus 17E-Fr,vif-vpr-tat,vif-vpr-tat,D01065.1,20,5336,8897
445458,RNAscope® LS 2.5 Probe - Mm-Cacna1c,RNAscope LS 2.5 Target Probes,1,Mus musculus,Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit",NM_009781.4,20,4846,6605
445468,RNAscope® LS 2.5 Probe - Mm-Cacna1h-E35,RNAscope LS 2.5 Target Probes,1,Mus musculus,Cacna1h,"calcium channel, voltage-dependent, T type, alpha 1H subunit",NM_021415.4,20,6567,8032
445478,RNAscope® LS 2.5 Probe - Hs-PXN-AS1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,PXN-AS1,PXN antisense RNA 1,NR_038924.1,15,33,691
445488,RNAscope® LS 2.5 Probe - Rn-Gpr88,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Gpr88,G-protein coupled receptor 88,NM_031696.1,20,676,2006
445498,RNAscope® 2.5 LS Probe - V-SFTSV-S,RNAscope LS 2.5 Target Probes,1,Severe fever with thrombocytopenia syndrome virus,SFTSV-S,SFTSV-S,KC292273.1,20,352,1353
445508,RNAscope® LS 2.5 Probe - Mm-Adgrf1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Adgrf1,adhesion G protein-coupled receptor F1,NM_133776.2,20,652,1578
445518,RNAscope® LS 2.5 Probe - Mm-Gli3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Gli3,GLI-Kruppel family member GLI3,NM_008130.2,20,716,1711
445528,RNAscope® LS 2.5 Probe - Hs-PCCA,RNAscope LS 2.5 Target Probes,1,Homo sapiens,PCCA,propionyl-CoA carboxylase alpha subunit,NM_000282.3,20,509,1573
445538,RNAscope® 2.5 LS Probe - Hs-Lnc-AM,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,neuroacanthocytosis,,16,355,1653
445548,RNAscope® 2.5 LS Probe - Hs-Lnc-DP,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,neuroacanthocytosis,,4,55,358
445558,RNAscope® 2.5 LS Probe - Hs-Lnc-LR,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,neuroacanthocytosis,,20,457,1795
445568,RNAscope® 2.5 LS Probe - Hs-Lnc-MT,RNAscope LS 2.5 Target Probes,1,Homo sapiens,,neuroacanthocytosis,,9,6,734
445578,RNAscope® LS 2.5 Probe - Mm-Htt-intron2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Htt,Htt,chr5:34782826-34790266,20,1192,2680
445588,RNAscope® LS 2.5 Probe - Mm-Grin2c,RNAscope LS 2.5 Target Probes,1,Mus musculus,Grin2c,"glutamate receptor, ionotropic, NMDA2C (epsilon 3)",NM_010350.2,20,1332,2367
445598,RNAscope® LS 2.5 Probe - Hs-CFB-No-XMm,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CFB,complement factor B,NM_001710.5,11,2,2143
445608,RNAscope® LS 2.5 Probe - Hs-SQSTM1-No-XMm,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SQSTM1,sequestosome 1,NM_003900.4,20,1325,2421
445618,RNAscope® LS 2.5 Probe - Hs-CALCOCO1-No-XMm,RNAscope LS 2.5 Target Probes,1,Homo sapiens,CALCOCO1,calcium binding and coiled-coil domain 1,NM_001143682.1,12,883,2546
445628,RNAscope® LS 2.5 Probe - Hs-PIK3IP1-No-XMm,RNAscope LS 2.5 Target Probes,1,Homo sapiens,PIK3IP1,phosphoinositide-3-kinase interacting protein 1,NM_001135911.1,20,1037,2278
445638,RNAscope® LS 2.5 Probe - Hs-RRM2-No-XMm,RNAscope LS 2.5 Target Probes,1,Homo sapiens,RRM2,ribonucleotide reductase regulatory subunit M2,NM_001165931.1,20,1429,3284
445648,RNAscope® LS 2.5 Probe - Hs-GIPC3,RNAscope LS 2.5 Target Probes,1,Homo sapiens,GIPC3,GIPC PDZ domain containing family member 3,NM_133261.2,20,1077,1966
445658,RNAscope® 2.5 LS Probe - HIV-gagpol-sense-scrambled,RNAscope LS 2.5 Target Probes,1,Human immunodeficiency virus 1,scrambled sense probe,HIVgag-pol_sense_scrambled,NC_001802.1,60,507,4601
445668,RNAscope® 2.5 LS Probe - HIV-nongagpol-sense,RNAscope LS 2.5 Target Probes,1,Human immunodeficiency virus 1,scrambled sense probe,HIVnon-gag-pol_sense_scrambled,NC_001802.1,40,4988,9181
445678,RNAscope® LS 2.5 Probe - Dr-itga4,RNAscope LS 2.5 Target Probes,1,Danio rerio,itga4,integrin alpha 4,XM_009304947.1,20,437,1422
445698,RNAscope® LS 2.5 Probe - Hs-OSMR-tv1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,OSMR,oncostatin M receptor,NM_003999.2,20,1394,2340
445708,RNAscope® LS 2.5 Probe - Hs-RECQL,RNAscope LS 2.5 Target Probes,1,Homo sapiens,RECQL,RecQ like helicase,NM_002907.3,20,724,1743
445718,RNAscope® LS 2.5 Probe - Hs-WRN,RNAscope LS 2.5 Target Probes,1,Homo sapiens,WRN,Werner syndrome RecQ like helicase,NM_000553.4,20,2460,3452
445728,RNAscope® LS 2.5 Probe - Hs-LIF,RNAscope LS 2.5 Target Probes,1,Homo sapiens,LIF,leukemia inhibitory factor,NM_002309.4,20,839,1780
445738,RNAscope® LS 2.5 Probe - Mm-Nr5a1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Nr5a1,"nuclear receptor subfamily 5, group A, member 1",NM_139051.3,20,294,1685
445748,RNAscope® LS 2.5 Probe - Mm-Adcy5,RNAscope LS 2.5 Target Probes,1,Mus musculus,Adcy5,adenylate cyclase 5,NM_001012765.4,20,1937,3029
445778,RNAscope® LS 2.5 Probe - Mm-Ifnk,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ifnk,interferon kappa,NM_199157.2,16,2,837
445788,RNAscope® 2.5 LS Probe - V-H7N9-NP,RNAscope LS 2.5 Target Probes,1,Influenza A virus (A/swine/Illinois/A01244830/2013(H1N2)),NP,NP,KF609528.1,20,236,1367
445798,RNAscope® LS 2.5 Probe - Mm-Tmem259,RNAscope LS 2.5 Target Probes,1,Mus musculus,Tmem259,transmembrane protein 259,NM_001003949.3,20,618,1592
445808,RNAscope® LS 2.5 Probe - Hs-ANKRD13A,RNAscope LS 2.5 Target Probes,1,Homo sapiens,ANKRD13A,ankyrin repeat domain 13A,NM_033121.1,20,697,1753
445818,RNAscope® LS 2.5 Probe - Hs-LTB4R2,RNAscope LS 2.5 Target Probes,1,Homo sapiens,LTB4R2,leukotriene B4 receptor 2,NM_019839.4,12,76,1488
445828,RNAscope® LS 2.5 Probe - Hs-LTB4R,RNAscope LS 2.5 Target Probes,1,Homo sapiens,LTB4R,leukotriene B4 receptor,NM_181657.3,20,2020,3248
445838,RNAscope® LS 2.5 Probe - Mm-Ltb4r1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ltb4r1,leukotriene B4 receptor 1,NM_008519.2,18,6,1303
445848,RNAscope® LS 2.5 Probe - Mm-Ltb4r2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Ltb4r2,leukotriene B4 receptor 2,NM_020490.2,20,2,1426
445858,RNAscope® LS 2.5 Probe - Mm-AJAXC1-ncRNA,RNAscope LS 2.5 Target Probes,1,Mus musculus,AJAXC1-ncRNA,AJAXC1-ncRNA,,19,241,1460
445868,RNAscope® 2.5 LS Probe - Mm-Bcl11b-intron1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Bcl11b-intron1,Bcl11b,,20,350,2187
445878,RNAscope® LS 2.5 Probe - Mm-Id2,RNAscope LS 2.5 Target Probes,1,Mus musculus,Id2,inhibitor of DNA binding 2,NM_010496.3,15,57,794
445888,RNAscope® 2.5 LS Probe - Mm-Id3,RNAscope LS 2.5 Target Probes,1,Mus musculus,Id3,inhibitor of DNA binding 3,NM_008321.2,17,8,848
445898,RNAscope® LS 2.5 Probe - Mm-Ebf1-O1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Mouse,Mouse,,20,493,1453
445918,RNAscope® LS 2.5 Probe - Mm-REPEATC1-ncRNA,RNAscope LS 2.5 Target Probes,1,Mus musculus,REPEATC1-ncRNA,REPEATC1-ncRNA,,20,609,2045
445928,RNAscope® LS 2.5 Probe - Rn-Avpr2,RNAscope LS 2.5 Target Probes,1,Rattus norvegicus,Avpr2,arginine vasopressin receptor 2,NM_019136.1,20,107,1071
445958,RNAscope® LS 2.5 Probe - Hs-AR-Intron8,RNAscope LS 2.5 Target Probes,1,Homo sapiens,AR,androgen receptor,NM_000044.3,20,5675,6731
445978,RNAscope® LS 2.5 Probe - Hs-GZMB,RNAscope LS 2.5 Target Probes,1,Homo sapiens,GZMB,granzyme B,NM_004131.4,11,3,912
445988,RNAscope® LS 2.5 Probe - Hs-SERPINH1,RNAscope LS 2.5 Target Probes,1,Homo sapiens,SERPINH1,serpin family H member 1,NM_001207014.1,20,923,1924
445998,RNAscope® LS 2.5 Probe - Mm-Thsd1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Thsd1,"thrombospondin, type I, domain 1",NM_019576.2,20,1547,2791
446008,RNAscope® LS 2.5 Probe - Oa-LOC101115898,RNAscope LS 2.5 Target Probes,1,Other,LOC101115898,interferon lambda-3,XM_012095035.1,4,580,744
446018,RNAscope® LS 2.5 Probe - B-MBovis-23SrRNA,RNAscope LS 2.5 Target Probes,1,Other,23SrRNA,23SrRNA,NR_076088.1,20,3,1286
446028,RNAscope® LS 2.5 Probe - Bt-MMP9,RNAscope LS 2.5 Target Probes,1,Bos taurus,MMP9,matrix metallopeptidase 9,NM_174744.2,20,2,1351
446038,RNAscope® LS 2.5 Probe - Mm-Cav1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Cav1,"caveolin 1, caveolae protein",NM_007616.4,20,140,1290
446048,RNAscope® LS 2.5 Probe - Mm-Lpar5-O1,RNAscope LS 2.5 Target Probes,1,Mus musculus,Lpar5,lysophosphatidic acid receptor 5,NM_001163268.1,17,267,1214
446068,RNAscope® LS 2.5 Probe - Hs-RORB,RNAscope LS 2.5 Target Probes,1,Homo sapiens,RORB,RAR related orphan receptor B,NM_006914.3,20,1153,2240
